loss,params,n_estimators,train_time
0.643119768900983,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.6496461296673435, 'early_stopping_rounds': 20, 'learning_rate': 0.04500044610095979, 'metric': 'auc', 'min_child_samples': 235, 'nthread': 10, 'num_boost_round': 1000, 'num_leaves': 147, 'objective': 'binary', 'reg_alpha': 0.9990394187922488, 'reg_lambda': 0.8384041012239338, 'seed': 42, 'subsample': 0.8146376052774387, 'subsample_for_bin': 220000, 'vebose_eval': 1}",89,1.2243459224700928
0.6368450627674284,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9779162457703364, 'early_stopping_rounds': 20, 'learning_rate': 0.010061676445922898, 'metric': 'auc', 'min_child_samples': 195, 'nthread': 10, 'num_boost_round': 1000, 'num_leaves': 134, 'objective': 'poisson', 'reg_alpha': 0.8006935816066382, 'reg_lambda': 0.5244468421762044, 'seed': 42, 'subsample': 0.8767847932361996, 'subsample_for_bin': 140000, 'vebose_eval': 1}",87,1.3759572505950928
0.641397511538814,"{'boosting_type': 'goss', 'colsample_bytree': 0.9803201282772787, 'early_stopping_rounds': 20, 'learning_rate': 0.01693601470960976, 'metric': 'auc', 'min_child_samples': 195, 'nthread': 10, 'num_boost_round': 1000, 'num_leaves': 134, 'objective': 'poisson', 'reg_alpha': 0.7803990316801581, 'reg_lambda': 0.2311944002538917, 'seed': 42, 'subsample': 0.8730081874139882, 'subsample_for_bin': 140000, 'vebose_eval': 1}",303,3.749645471572876
0.6389587162854881,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.8631185275942531, 'early_stopping_rounds': 20, 'learning_rate': 0.0593679663830355, 'metric': 'auc', 'min_child_samples': 425, 'nthread': 10, 'num_boost_round': 1000, 'num_leaves': 134, 'objective': 'binary', 'reg_alpha': 0.8607962439601604, 'reg_lambda': 0.5304636770964589, 'seed': 42, 'subsample': 0.9702357416557159, 'subsample_for_bin': 140000, 'vebose_eval': 1}",82,1.2502965927124023
0.6398763969649481,"{'boosting_type': 'goss', 'colsample_bytree': 0.7625116577358813, 'early_stopping_rounds': 20, 'learning_rate': 0.022871955428447405, 'metric': 'auc', 'min_child_samples': 195, 'nthread': 10, 'num_boost_round': 1000, 'num_leaves': 55, 'objective': 'poisson', 'reg_alpha': 0.5591309093491243, 'reg_lambda': 0.34311689569101345, 'seed': 42, 'subsample': 0.8249405890828485, 'subsample_for_bin': 140000, 'vebose_eval': 1}",25,0.4641740322113037
0.6402893581550932,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.6683284941791919, 'early_stopping_rounds': 20, 'learning_rate': 0.029336691017548804, 'metric': 'auc', 'min_child_samples': 100, 'nthread': 10, 'num_boost_round': 1000, 'num_leaves': 37, 'objective': 'binary', 'reg_alpha': 0.8960038845102829, 'reg_lambda': 0.18333014955948446, 'seed': 42, 'subsample': 0.8875658377536928, 'subsample_for_bin': 80000, 'vebose_eval': 1}",26,0.3899729251861572
0.6384415240964467,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.8823292549601539, 'early_stopping_rounds': 20, 'learning_rate': 0.010144115376673226, 'metric': 'auc', 'min_child_samples': 190, 'nthread': 10, 'num_boost_round': 1000, 'num_leaves': 74, 'objective': 'poisson', 'reg_alpha': 0.831216826073732, 'reg_lambda': 0.7678988912418842, 'seed': 42, 'subsample': 0.9257667454978186, 'subsample_for_bin': 260000, 'vebose_eval': 1}",101,1.366520881652832
0.6418545649297653,"{'boosting_type': 'goss', 'colsample_bytree': 0.843437767603819, 'early_stopping_rounds': 20, 'learning_rate': 0.014482179049839101, 'metric': 'auc', 'min_child_samples': 445, 'nthread': 10, 'num_boost_round': 1000, 'num_leaves': 84, 'objective': 'poisson', 'reg_alpha': 0.6398821293497924, 'reg_lambda': 0.05509479556161939, 'seed': 42, 'subsample': 0.7456632831115453, 'subsample_for_bin': 240000, 'vebose_eval': 1}",371,3.761322021484375
0.6384459919291846,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9123679902276447, 'early_stopping_rounds': 20, 'learning_rate': 0.05041475900173269, 'metric': 'auc', 'min_child_samples': 240, 'nthread': 10, 'num_boost_round': 1000, 'num_leaves': 131, 'objective': 'binary', 'reg_alpha': 0.7812479169200266, 'reg_lambda': 0.39134206511326836, 'seed': 42, 'subsample': 0.7879906068325802, 'subsample_for_bin': 20000, 'vebose_eval': 1}",46,0.7562713623046875
0.6376172218584736,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9509852786657023, 'early_stopping_rounds': 20, 'learning_rate': 0.01784741189052017, 'metric': 'auc', 'min_child_samples': 150, 'nthread': 10, 'num_boost_round': 1000, 'num_leaves': 109, 'objective': 'poisson', 'reg_alpha': 0.5815294233603402, 'reg_lambda': 0.23769895085818388, 'seed': 42, 'subsample': 0.9041454872659622, 'subsample_for_bin': 40000, 'vebose_eval': 1}",75,1.157642126083374
0.6387237753746957,"{'boosting_type': 'goss', 'colsample_bytree': 0.7950856767354539, 'early_stopping_rounds': 20, 'learning_rate': 0.06870947811625684, 'metric': 'auc', 'min_child_samples': 140, 'nthread': 10, 'num_boost_round': 1000, 'num_leaves': 137, 'objective': 'poisson', 'reg_alpha': 0.3255192514482383, 'reg_lambda': 0.6231899017359402, 'seed': 42, 'subsample': 0.5071537793150773, 'subsample_for_bin': 100000, 'vebose_eval': 1}",49,0.7515144348144531
